,id_Article,domaine,numero_loi,numero_decret,numero_arrete,declaration,numero_article,titre,date_signature,division_partie,division_livre,division_titre,division_sous_titre,division_chapitre,division_section,division_sous_section,section_application,loyer,type_terrain,region,ville,localite,categorie,type_habitation,contenu
1787,1788,expropriation,76-67,,,0,8,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRE II : DESIGNATION DES BIENS ET DROITS EXPROPRIES TENTATIVE DE CESSION AMIABLE,,,,0,,,,,,,"L’acte de cessibilité est notifié par l’expropriant aux propriétaires d’immeubles et titulaires de droits réels visés dans ledit acte ou à leurs représentants.
Dans le délai de quinze jours à dater de cette notification, les propriétaires et titulaires de droits réels intéressés sont tenus de faire connaître les titulaires de droits personnels ou réels de toute nature sur leur immeuble ou droit immobilier, faute de quoi ils restent seuls chargés envers ces derniers des indemnités que ceux-ci pourraient réclamer.
L’expropriant requiert à la conservation foncière, la délivrance d’un état des inscriptions, charges ou droits réels grevant les immeubles et droits immobiliers désignés dans l’acte de cessibilité.
Il dresse, contradictoirement, avec les propriétaires et titulaires de droits réels intéressés, un état des lieux et réunit tous documents et renseignements propres à éclairer la commission prévue à l’article 9 ci-après, et le cas échéant, le juge dont la désignation est prévue à l’article 11 ci-après."
1788,1789,expropriation,76-67,,,0,9,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRE II : DESIGNATION DES BIENS ET DROITS EXPROPRIES TENTATIVE DE CESSION AMIABLE,,,,0,,,,,,,"Passé le délai de quinze jours prévu à l’article précédent et au plus tard avant l’expiration d’un nouveau délai d’un an, les intéressés sont invités par l’expropriant à comparaître en personne ou par mandataire devant une commission de conciliation dont la composition sera fixée par décret.
La commission constate ou cherche à réaliser l’accord des parties sur le montant des indemnités à calculer d’après les bases spécifiées à l’article 20 ci-dessous.
Un procès-verbal constatant cet accord est dressé et signé par le président et par chacun des membres de la commission et par les parties. La commission peut être, le cas échéant, assistée d’un interprète qui signe également le procès-verbal.
Les intéressés ne sachant signer apposent une empreinte digitale au pied du procès-verbal en présence de deux témoins sachant signer. Le procès verbal à tous les effets d’un acte authentique et fait foi jusqu’à inscription de faux.
La commission dresse éventuellement un procès-verbal faisant ressortir les noms des intéressés qui, ayant été convoqués, ne se sont pas présentés ou avec lesquels aucun accord n’a pu être réalisé. Même après l’échec de la tentative de cession amiable, si l’expropriant peut se mettre d’accord sur le montant de l’indemnité avec les intéressés, il est établi une convention constatant cet accord ;elle produit les mêmes effets qu’elle aurait entraîné si l’accord était intervenu au cours de la première comparution et elle dessaisit le juge."
1789,1790,expropriation,76-67,,,0,10,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRE II : DESIGNATION DES BIENS ET DROITS EXPROPRIES TENTATIVE DE CESSION AMIABLE,,,,0,,,,,,,"Si des biens de mineurs, interdits, présumés absents, ou autres incapables sont compris dans l’acte de cessibilité, les tuteurs, ceux qui ont été envoyés en possession provisoire et tous autres représentants des incapables peuvent, après autorisation du président du tribunal, donnée au pied d’une simple requête, consentir amiablement l’aliénation desdits biens.
Le président du tribunal ordonne les mesures de conservation et de remploi qu’il juge nécessaires."
1790,1791,expropriation,76-67,,,0,11,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRES III : ORDONNANCE D’EXPROPRIATION – FIXATION DES INDEMNITES,,,,0,,,,,,,"A défaut d’accord amiable, l’expropriation est prononcée et les indemnités sont fixées par un juge du tribunal de première instance de la situation de l’immeuble, appelé juge des expropriations et désigné pour deux ans par le premier président de la cour d’appel."
1791,1792,expropriation,76-67,,,0,12,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRES III : ORDONNANCE D’EXPROPRIATION – FIXATION DES INDEMNITES,,,,0,,,,,,,"En cas d’accord, le juge en donne acte et prononce l’expropriation moyennant paiement de l’indemnité convenue devant lui.
En cas de désaccord, et si les formalités substantielles prévues aux chapitres I et II ont été accomplies ou si leur méconnaissance n’a pas nui aux droits des intéressés, le juge prononce l’expropriation moyennant consignation d’une indemnité provisoire.
L’ordonnance d’expropriation ne peut être attaquée que par voie du recours pour excès de pouvoir devant la Cour Suprême."
1792,1793,expropriation,76-67,,,0,13,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRES III : ORDONNANCE D’EXPROPRIATION – FIXATION DES INDEMNITES,,,,0,,,,,,,"Dans le cas prévu à l’alinéa 2 de l’article précédent, le juge fixe l’indemnité définitive par une ordonnance non sujette à opposition mais susceptible d’appel dans les forme et délai applicables aux ordonnances de référé.
Il ne peut ordonner d’autre mesure d’instruction que l’audition des parties.
Toutefois, lorsque l’immeuble comporte des constructions ou des aménagements importants et si l’une des parties le demande, il ordonne un transport sur les lieux et dresse un procès-verbal
descriptif contenant en outre, les dires des parties et les explications orales des experts pouvant assister les intéressés."
1793,1794,expropriation,76-67,,,0,14,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRES III : ORDONNANCE D’EXPROPRIATION – FIXATION DES INDEMNITES,,,,0,,,,,,,"L’expropriant peut moyennant paiement ou consignation de l’indemnité provisoire fixée par l’ordonnance d’expropriation, prendre possession de l’immeuble immédiatement lorsque le transport sur les lieux n’est pas ordonné ou, dans le cas contraire, à l’expiration d’un délai de 8 jours à compter de la date de transport.
Aucun délai de grâce ne peut être accordé aux intéressés ou aux occupants de leur chef.
Jusqu’à ce que l’expropriant en ait pris possession, l’exproprié conserve la jouissance de l’immeuble sans pouvoir toutefois le grever de droits nouveaux. En contrepartie, il est tenu d’en assurer la garde et l’entretien, tous les risques restant à sa charge."
1794,1795,expropriation,76-67,,,0,15,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRES III : ORDONNANCE D’EXPROPRIATION – FIXATION DES INDEMNITES,,,,0,,,,,,,"Lorsque l’indemnité définitive est supérieure à l’indemnité provisoire, le complément doit être payé à peine d’intérêts moratoires dans les deux mois de la décision en dernier ressort. Cette décision prescrit le versement aux intéressés de tout ou partie de la somme consignée."
1795,1796,expropriation,76-67,,,0,16,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRES III : ORDONNANCE D’EXPROPRIATION – FIXATION DES INDEMNITES,,,,0,,,,,,,"Sous la condition résolutoire du paiement de l’indemnité définitive dans le délai prévu à l’article 15, la cession amiable ou l’ordonnance d’expropriation éteint à sa date tous les droits réels ou personnels relatifs à l’immeuble exproprié.
A condition d’avoir été inscrits sur les registres de la conservation foncière, antérieurement au procès-verbal d’accord ou à l’ordonnance d’expropriation, les droits réels, à leur rang respectif, affectent dans la mesure où elle ne peut pas faire l’objet d’une compensation, l’indemnité qui se trouve subrogée à l’immeuble. En cas de contestation sur le rang, l’expropriant consigne l’indemnité jusqu’à la décision de la juridiction compétente pour régler l’ordre."
1796,1797,expropriation,76-67,,,0,17,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRES III : ORDONNANCE D’EXPROPRIATION – FIXATION DES INDEMNITES,,,,0,,,,,,,Les dépens sont supportés par l’expropriant à l’exception des frais et honoraires d’experts assistant les intéressés lors du transport ainsi que les dépens d’appel et de cassation lorsque les recours sont rejetés.
1797,1798,expropriation,76-67,,,0,18,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRES III : ORDONNANCE D’EXPROPRIATION – FIXATION DES INDEMNITES,,,,0,,,,,,,Un décret précisera les règles de procédure applicables devant les juridictions statuant en matière d’expropriation pour cause d’utilité publique.
1798,1799,expropriation,76-67,,,0,19,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRES III : ORDONNANCE D’EXPROPRIATION – FIXATION DES INDEMNITES,,,,0,,,,,,,"En cas de non observation du délai prévu à l’article 9 ou, à défaut d’accord amiable, en cas de non assignation pour l’expropriant devant le juge des expropriants dans le délai fixé par le décret prévu à l’article précédent, l’exproprié peut adresser une mise en demeure à l’expropriant par acte extrajudiciaire.
Si la formalité visée par lesdites dispositions n’est pas accomplie dans le délai de 3 mois suivant cette mise en demeure, l’expropriation est réputée abandonnée et la procédure ne peut plus être poursuivie."
1799,1800,expropriation,76-67,,,0,20,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRES III : ORDONNANCE D’EXPROPRIATION – FIXATION DES INDEMNITES,,,,0,,,,,,,"L’indemnité d’expropriation est établie sur les bases et conformément aux règles suivantes :
l’indemnité est fixée d’après la consistance des biens à la date du procès-verbal de constat d’état des lieux.
Toutefois, les améliorations de toute nature qui auraient été apportées aux biens antérieurement audit procès-verbal ne donnent lieu à aucune indemnité si, en raison de l’époque à laquelle elles l’ont été, ou de toutes autres circonstances, il apparaît qu’elles ont été réalisées dans le but d’obtenir une indemnité plus élevée.
Sont présumées faites dans ce but, sauf preuve contraire, les améliorations postérieures à l’ouverture de l’enquête prévue à l’article 5 ci-dessus.
Le montant de l’indemnité s’appliquant :
à la propriété du sol ou à des droits réels s’exerçant sur le sol, ne peut excéder la valeur qui sera calculée dans des conditions déterminées par décret ;
au droit de propriété et aux autres droits réels sur les immeubles bâtis ou non bâtis, ne peut excéder, sauf modification justifiée dans la consistance ou l’état des lieux, la plus récente estimation dont ceux-ci ont fait l’objet soit dans des contrats, soit dans des déclarations souscrites en vertu de la législation fiscale, lorsque cette estimation n’est pas antérieure de plus de cinq ans à la date d’ouverture de l’enquête prévue à l’article 5 ci-dessus ;
aux éléments incorporels d’un fond de commerce ne peut excéder :
le tiers du montant total des bénéfices réels ou forfaitaires déclaré par le propriétaire ou l’exploitant à la Direction des impôts pour les trois exercices qui précèdent l’année en cours au jour de l’ouverture de l’enquête prévue à l’article 5 ci-dessus ;
sauf modification justifiée dan la consistance ou l’état des lieux des locaux ou le fonds est exploité, la plus récente estimation dont ces éléments incorporels ont fait l’objet soit dans des contrats, soit dans des déclarations souscrites en vertu de la législation fiscale, lorsque cette estimation n’est pas antérieure de plus de cinq ans à la date d’ouverture de ladite enquête ;
l’estimation effectuée en vertu des règles ci-dessus est révisée en fonction de la variation du coût de la construction entre d’une part, la date ou la valeur du sol a été arrêtée ou celle du contrat ou de la déclaration et, d’autre part, la date de la réunion de la commission de conciliation, telle qu’elle résulte de l’index pondéré de la série des prix de Dakar ;
l’indemnité ne peut comprendre un dommage incertain, éventuel ou indirect."
1800,1801,expropriation,76-67,,,0,21,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRE IV : PROCEDURE D’URGENCE,,,,0,,,,,,,"Lorsqu’il est nécessaire de procéder à la résiliation immédiate du projet, un décret pris après enquête et avis favorable de la Commission de Contrôle des Opérations Domaniales, déclare l’opération projetée d’utilité publique et urgente, désigne les immeubles nécessaires à sa résiliation et donne au maître d’œuvre l’autorisation de prendre possession de ces immeubles."
1801,1802,expropriation,76-67,,,0,22,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRE IV : PROCEDURE D’URGENCE,,,,0,,,,,,,"La prise de possession ne peut être effectuée qu’après :
notification du décret précité aux propriétaire et titulaire de droits réels qui sont tenus de faire connaître les titulaires de droits sur leur immeuble ou droit immobilier dans le délai de huitaine et sous les sanctions édictées au deuxième alinéa de l’article 8 ci-dessus ;
établissement d’un état des lieux par l’expropriant en présence du juge des expropriations ou de son suppléant et contradictoirement avec les propriétaires et titulaires de droits réels, intéressés dûment convoqués ou, si ceux-ci ne se présentent pas ou ne se font représenter, avec le curateur aux successions et biens vacants ;
paiement aux ayants droit ou consignation à leur profit d’une provision représentant l’indemnité éventuelle d’expropriation et correspondant à l’estimation arrêtée par la Commission de Contrôle des Opérations Domaniales.
La cession amiable des biens concernés est constatée par acte administratif passé entre les ayants droit et le directeur des domaines.
Si un accord n’a pu être réalisé, l’expropriant est tenu, dans le mois qui suit la prise de possession, de poursuivre la procédure d’expropriation par l’assignation des intéressés à comparaître devant le juge des expropriations.
Le magistrat attribue, le cas échéant, une indemnité spéciale aux titulaires de droits frappés par l’expropriation qui justifient d’un préjudice causé par la rapidité de la procédure."
